measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,131,Republic of Nicaragua,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,2021,39.14179636619409,57.002660761712065,25.73185306652173
1,Deaths,78,Kingdom of Denmark,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,576.706549765265,613.7995580574566,540.167791838095
1,Deaths,19,Democratic Republic of Timor-Leste,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,5.834827657164159,9.08757991815165,3.794969519280481
1,Deaths,522,Republic of Sudan,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,46.76659339936632,67.05477254009527,23.01415834226785
1,Deaths,49,North Macedonia,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,28.152635278853108,40.09763324778042,17.108985724465967
1,Deaths,114,Republic of Haiti,3,Both,22,All ages,524,Cirrhosis due to alcohol,1,Number,2021,1050.6018419791685,1559.3820822934615,676.5372825878287
1,Deaths,147,State of Libya,3,Both,22,All ages,524,Cirrhosis due to alcohol,1,Number,2021,42.631971894092025,77.46032332934251,22.69895696181738
1,Deaths,522,Republic of Sudan,3,Both,22,All ages,938,Alcoholic cardiomyopathy,1,Number,2021,13.407551902563648,29.35492499517383,3.7977343525134897
1,Deaths,413,Tokelau,3,Both,22,All ages,938,Alcoholic cardiomyopathy,1,Number,2021,0.0008756452240089942,0.0018021426411673853,0.00010276698933520138
1,Deaths,59,Republic of Latvia,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,2021,53.76323830776461,67.64774830602931,40.86032585179275
1,Deaths,211,Republic of Mali,3,Both,22,All ages,524,Cirrhosis due to alcohol,1,Number,2021,491.9964036402675,737.244006492923,294.8655286485921
1,Deaths,305,Bermuda,3,Both,22,All ages,524,Cirrhosis due to alcohol,1,Number,2021,3.447906968859053,4.393639061705574,2.6143224162487537
1,Deaths,131,Republic of Nicaragua,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,278.69799691075116,372.96879183850854,205.2229215106229
1,Deaths,59,Republic of Latvia,3,Both,22,All ages,938,Alcoholic cardiomyopathy,1,Number,2021,396.7330831677578,467.5377730082875,330.2711268682662
1,Deaths,396,Republic of San Marino,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,0.09546886950933782,0.14956675718714812,0.047641260637646614
1,Deaths,131,Republic of Nicaragua,3,Both,22,All ages,938,Alcoholic cardiomyopathy,1,Number,2021,5.488381190971454,9.261291487291928,1.0950852264768007
1,Deaths,195,Republic of Namibia,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,2021,10.112407387943014,14.721683927209149,6.541887773433336
1,Deaths,164,Federal Democratic Republic of Nepal,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,142.4846319423084,216.8013238061551,7.254759062821632
1,Deaths,52,Romania,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2021,590.4894486644617,662.4366449076177,521.1373977477333
1,Deaths,83,Republic of Iceland,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,2021,8.776678853847928,11.485125130190132,6.440668802910041
1,Deaths,197,Kingdom of Eswatini,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,2021,25.291598545410977,59.61957813579281,8.331350328770357
